Biography,DateOfBirth,FirstName,Nationality,Role,SecondName
"Ahmed Kamal is an Egyptian actor and acting coach who was born in 1959. He started working in film during the eighties of last century in several important films like Khairy Beshara's ""Youm Mor we Youm Helw"" (A Bitter Day and a Sweet Day) and Dawood Abdel",22 August 1959,Ahmed,Egypt,Actor,Kamal
,NULL,Mohammed,Egypt,Actor,Al-Samahi
,NULL,مريم,Egypt,Actor,انطون
,NULL,Nesrine,Egypt,Actor,Mahdi
,NULL,Hossam,Egypt,Actor,El-Shrbiny
,NULL,Ashraf,Egypt,Actor,Abdulfadeel
"Emad El Raheb is an Egyptian actor who was born in 1970. he graduated from the college of Ain Shams. El Rahed participated in many drama and cinematic works. His TV drama works include “Awan El Ward,” and “El Malek farouq.” He also starred in important movies like Youssef",30 June 1970,Emad,Egypt,Actor,El Raheb
"Hany Seif is an Egyptian actor who's appeared in a handful of television shows, a short film, and the independent feature film ""Asham"" (2013), directed by Maggie Morgan. ",NULL,Hany,Egypt,Actor,Seif
,NULL,جورج,Egypt,Actor,فوزي
"Youssef Mohamed Eid was born in the (town) of Al Gamaliyah. (He received a high school degree from Al Azhar in 1987). (?) His (theater debut took place in 1975 when he participated in) “Nahnu la Nohib Al Kowsa”, “Intaha Al Dars ya Ghaby”, “Aashan Khater Eiounak”, “Sharaa Mohamed,[أزمة قلبية]",14 November 1948,Youssef,Egypt,Actor,Eid
"Egyptian filmmaker born in 1973, Hala studied economies and political science and graduated from Cairo University in 1995. She studied filmmaking in Cairo Film Institute and graduated with an honor degree in 1999. She made three documentaries independently from 2001 to 2004.  She",30 November 1973,Hala,Egypt,Producer,Lotfy 
, 3 March 1985,Mahmoud,Egypt,Cinematographer,Lotfi
,NULL,Karim,Egypt,Actor,El Mallach
,NULL,Mina,Egypt,ArtDirector,Milad Shuhdy
,NULL,Mohamed,Egypt,Actor,Abdel Moneim
"Mohamed Anwar is an Egyptian actor. After he graduated from the faculty of law, Ain Shams University, he joined the High Institute of Theatrical Arts to study acting and directing. He debuted in the television sit-com ""Ragel we Sett Settat"" (A Man and Six Women) in", 7 January 1989,Mohamed,Egypt,Actor,Anwar
,NULL,Salma,Egypt,Actor,Hafez
,NULL,ريهام,Egypt,Actor,سامي
,14 March 2000,Leila,Egypt,Actor,adian
,NULL,عبدالعزيز,Egypt,SoundEngineer,عمارة
,NULL,Hisham,Egypt,Director,Gaber
,NULL,ناظم,Egypt,Actor,عصام
,NULL,راجي,Egypt,Actor,رامز
,NULL,Gerges,Egypt,Actor,Ajibi
,NULL,سهيلة,Egypt,Actor,أحمد
,NULL,يوسف,Egypt,Actor,أحمد
,NULL,Sameh,Egypt,ArtDirector,Al Khouli
, 7 September 1982,Ahmed,Egypt,Editor,Yosry
, 6 January 1981,Ashraf,Egypt,Writer,Tawfik
,21 June 1975,Fahd,Egypt,Actor,Said
,27 June 1986,Gharam,Egypt,Actor,Hindi
,NULL,كوميك,Egypt,Producer,تياترو (أحمد الإبياري)
,NULL,منى,Egypt,Actor,صالح
,20 April 1969,Mona,Egypt,Actor,Hussein
,NULL,Ahmad,Egypt,Actor,Ibrahim
,NULL,عمرو,Egypt,SoundEngineer,علوش
, 1 March 1993,Mony,Egypt,Cinematographer,Mahmoud
,NULL,محمد,Egypt,MakeupArtist,فجل
,NULL,Ehab,Egypt,Director,El-Shalakany
, 1 January 1974,amr,Egypt,Actor,almokadim
,NULL,محمد,Egypt,Actor,قابيل
,NULL,إسراء,Egypt,Actor,شعبان
,NULL,فرح,Egypt,Actor,أشرف
,NULL,سليم,Egypt,Actor,الشرفا
,NULL,نوران,Egypt,Actor,رشاد
,NULL,Sami,Egypt,Actor,Seleem
,NULL,خالد,Egypt,Actor,أديب
,NULL,Mohammed,Egypt,Actor,Abdul-Jawad
,26 September 1989,Nesma,Egypt,Other,Mahgoub
,NULL,Ahmed,Egypt,Actor,Safi
,NULL,Nihal,Egypt,Actor,Lashin
,NULL,Noha,Egypt,Actor,El Adl
,NULL,سليمان,Egypt,Actor,ربيع
,NULL,Maryam,Egypt,Actor,Abu al-Majd
,NULL,وعد,Egypt,Actor,محمود
,NULL,جيدا,Egypt,Actor,
,NULL,مها,Egypt,Actor,عباس
"Being born in an artistic family, his father is producer and writer Ahmad al-Ebiaary, his grandfather Abul-So’oud al-Ebiaary the great writer, lead him to love art.
In 1998, he began acting and studied Theatre at AUC where he acted in and directed many plays.",23 March 1986,Tarek,Egypt,Actor,El Ebiary
,NULL,Heidi,Egypt,Actor,Abdulkhaliq
,NULL,نهى,Egypt,Actor,محمود
,NULL,عبدالتواب,Egypt,Actor,محمد
"Egyptian actress and singer, Naira Aref has appeared in numerous television series including “Qulub” (Hearts), “Mawjet Hara” (Heatwave), “Vertigo,” and “Azmet Sukr” (Sugar Crisis).",NULL,Naira,Egypt,Actor,Aref
,NULL,محمد,Egypt,Actor,الدمراوي
,NULL,Ehsan,Egypt,Actor,Saleh
,NULL,Enayat,Egypt,Actor,Saleh
,NULL,Robert,Egypt,Actor,Bechara
,NULL,Moataza,Egypt,Actor,Abdel Sabour
"Mohamed Wafiq is an Egyptian actor who has appeared in over 16 films and 100 television series. He was born in Alexandria to a father who worked as a college professor. He finished his high-school education in Alexandria, then received a bachelor's degree in theatrical arts,[أزمة قلبية حادة]",24 September 1947,Mohamed,Egypt,Actor,Wafik
,NULL,فدا,Egypt,Actor,
,NULL,Dana,Egypt,Actor,
,NULL,Enas,Egypt,Actor,
,NULL,طارق,Egypt,Actor,الخواص
,NULL,داليا,Egypt,Actor,رمزي
,NULL,بوسي,Egypt,Actor,
Nicole Saba is a Lebanese actress and musician. She began her artistic career through a music band called “Four Cats.” Adel Imam realized her talents and assigned her a leading role in one of his films.,26 June 1974,Nicole,Lebanon,Actor,Saba
,NULL,Alia,Egypt,Actor,Makadi
,NULL,Sherif,Egypt,Actor,Nabil
,NULL,طارق,Egypt,MusicComposer,مهران
,NULL,Nader,Egypt,Writer,Refaey
,NULL,Shaimaa,Egypt,CostumeDesigner,Al Husseiny
"Khairy Beshara is an Egyptian film and television director. He was born and lived his first five years in Tanta, then moved to Cairo with his mother who worked there. He studied film directing at the High Institute of Cinema and graduated in 1967. He then worked as an assistant",30 June 1947,Khairy,Egypt,Director,Beshara
,NULL,يوسف,Egypt,Actor,حازم
,NULL,مصطفى,Egypt,Actor,جمال
,12 February 1991,Adham,Egypt,Cinematographer,Hamed
,NULL,سمير,Egypt,Actor,عصام
,NULL,زيزو,Egypt,Actor,العطار
,NULL,mahmoud,Egypt,Actor,abaza
,NULL,دينا,Egypt,Actor,فضالي
, 4 January 1979,Mohamed,Egypt,Actor,Yahya
,21 October 2013,Salah,Egypt,Actor,El Sayeh
,20 November 1978,Islam,Egypt,Actor,Abdel Shafea
,NULL,,Egypt,Director,Ramadan Salah 
,NULL,Nayef,Egypt,SoundEngineer,Bassiouni
,NULL,ياسر,Egypt,Actor,ستيريو
,NULL,سالم,Egypt,Actor,عاكف
,NULL,ناني,Egypt,Actor,عبدالفتاح
,NULL,Ehab,Egypt,MusicComposer,Hamed
,NULL,Mahmoud,Egypt,Actor,Al Qamari
,NULL,Yaqoub,Egypt,Actor,Al-Masry
,NULL,وليد,Egypt,SoundEngineer,موريس
,15 March 1989,Sayed,Egypt,Director,Elhusseini
,NULL,مصطفى,Egypt,Other,موسى
,NULL,Mahmoud,Egypt,MusicComposer,Sadek
,NULL,Omar,Egypt,Director,fuad almuhandis
,NULL,Mohammed,Egypt,Actor,Emad
,NULL,حازم,Egypt,Actor,عين
,21 May 1990,Nashwa,Egypt,Actor,Al-Ebiary
,NULL,شاهيناز,Egypt,Actor,القماش
,NULL,رانيا,Egypt,Actor,
,NULL,Raafat,Egypt,Actor,Fawzi
,NULL,Yara,Egypt,Actor,Emad
,NULL,عصام,Egypt,Actor,حرب
,NULL,Louis,UK,Actor,Amy
,16 April 1981,sherif,Egypt,Actor,samir
, 4 April 1968,Madiha,Egypt,Actor,Al-Bakry
,NULL,Ahmad,Egypt,Photographer,Rahhal
,NULL,جمال,Egypt,Actor,الجابري
,21 February 1982,ibrahim,Egypt,SoundEngineer,desoky
,NULL,Abdel,Egypt,Actor,Salam Radwan
,NULL,سلمى,Egypt,Actor,محمد حمدي
,NULL,Nourhan,Egypt,Actor,Ahmed Abdul Hamid
,NULL,محمد,Egypt,Actor,كامبا
"TODO El Za'em is an Egyptian actor, writer, director and producer who has always wanted to be a leader because he was highly influenced by the movie (The Godfather), especially the scene where everyone is kissing Marlon Brando’s hand. He’s pretty much influenced by all the",NULL,TODO,Egypt,Actor,El Za'em
,19 December 1941,mohamed,Egypt,Actor,ramzy
,NULL,Ahmed,Egypt,Director,Youssef
,NULL,Angela,Egypt,Actor,
,NULL,Joseph,Egypt,Director,Nabil
,NULL,Ahmed,Egypt,Actor,ELTmana
I-TODO is an Egyptian actor and wannabe inventor who happened to actually invent some things either by accident or out of laziness! He resents women because he once fell in love with a woman who turned out not to like chocolate. I-TODO decided that he would invent a robo-woman,NULL,I-TODO,Egypt,Actor,
,16 July 1980,Hani,Egypt,Actor,Eskander
,NULL,Floriane,Germany,Actor,Kalz
,NULL,Walid,Egypt,Producer,Elnagar
,NULL,مارك,Egypt,Actor,ادوارد
,NULL,Radi,Egypt,Actor,Ghanim
,NULL,Osama,Egypt,Producer,El Khabiry
,NULL,Osama,Egypt,Actor,Salah
, 8 April 1959,Marwa,Egypt,Actor,Al-Khatib
,NULL,رضا,Egypt,Actor,رزق
,NULL,Khaled,Egypt,Actor,Abdulaziz
,NULL,Sami,Egypt,Writer,Fawzy
,NULL,ماجد,Egypt,Actor,صفوت
,NULL,Wajih,Egypt,Actor,Samaan
,NULL,Mohammed,Egypt,Director,Al-Shura
,20 April 1965,Safwat,Egypt,Actor,Wahib
,NULL,Eslam,Egypt,Editor,Akef
,NULL,Nagy,Egypt,Actor,Saad
,NULL,Rasha,Egypt,Actor,Samy Eladl
,NULL,Ammar,Kuwait,Director,Hashem
,NULL,Abdel,Egypt,ArtDirector,Meguid El Darwy
,NULL,Nihad,US,Director,Shalabi 
,NULL,أحمد,Egypt,Actor,الإسماعيلاوي 
,NULL,Emil,Egypt,Actor,Shawqy
,NULL,أفلام,Egypt,Producer,محمد أبو العزم
,NULL,محمود,Egypt,ArtDirector,سامي
,NULL,غادة,Egypt,Actor,عبدالرحيم
,NULL,El,Egypt,Actor,Shazly Farg
,NULL,رامي,Egypt,Actor,نعيم
,NULL,إمام,Egypt,Actor,سيد
,NULL,اسماعيل,Egypt,Actor,مصطفى
,24 June 1986,Sadat,Egypt,Actor,
,NULL,فارس,Egypt,Actor,درويش
,NULL,Youssef,Egypt,Actor,
,NULL,Muhammad,Egypt,Actor,Al Oumda
,NULL,Ahmed,Egypt,Actor,Al-Feki
,NULL,Rasha,Egypt,Actor,Elkhateeb
,NULL,Sayed,Egypt,Actor,Rabie
,NULL,جليلة,Egypt,Actor,
,NULL,ساندرا,Egypt,Actor,اشرف
,NULL,,Egypt,Writer,Michel Nabil
,NULL,Nermin,Egypt,Actor,Francis
,NULL,Alaa,Egypt,Actor,El Naqeeb
,NULL,Khaled,Egypt,Actor,Al Essawi
,NULL,Nagi,Egypt,Actor,El Behiry
,14 March 1983,Majdi,Egypt,Actor,Al Basousi
,NULL,هاني,Egypt,Actor,النوبي
,NULL,Saber,Egypt,Actor,Junaidi
,NULL,Wajih,Egypt,Director,Zakaria
,NULL,Karim,Egypt,Actor,
,NULL,Saeed,Egypt,Actor,Seddiq
,NULL,Mina,Egypt,Actor,Athanasius
,NULL,Mido,Egypt,Actor,El Hendy
,NULL,سابرينا,US,Actor,
,NULL,Ayman,Egypt,Director,Saqer
,NULL,Eslam,Egypt,Director,Wifky
,NULL,انطوان,Egypt,Actor,حبيب
,NULL,Linda,Egypt,Actor,
,NULL,Ghayt,Egypt,Actor,Eissa
,NULL,Shoukry,Egypt,Actor,Sedhoum
,NULL,Michiel,Egypt,Actor,Munir
,NULL,أحمد,Kuwait,MusicComposer,بهنوس
,NULL,Mohammed,Egypt,Director,Saeed
,NULL,جمال,Egypt,Actor,إبراهيم
, 5 April 1972,Farhan,Pakistan,Actor,Al Ali
,NULL,Mohamed,Egypt,Actor,Hefzy
,NULL,Historians,Egypt,Producer,73 Group
,15 February 1996,Youssef,Egypt,Actor,El Gharib
"Kuwaiti actor Abdel Imam Abdalla has appeared in a number of artistic works throughout Kuwait, Saudi Arabia and Egypt. He is considered one of the top actors from the Gulf to work in the Egyptian industry. Abdalla is known for his performance in Gulf television series such ",15 August 1947,Abdel,Kuwait,Actor,Imam Abdalla
,NULL,Reda,Egypt,Actor,Albahrawy
,18 March 1950,Mahmoud,Egypt,Actor,Gomaa
,NULL,Raby,Egypt,Actor,Saad
,NULL,Omar,Egypt,Actor,Abu Al Naga
,NULL,Hend,Egypt,Editor,Saeid Saleh
,NULL,خيال,Egypt,Producer,فيلم للانتاج الفني
"Ahmed Abdel Aziz is an Egyptian actor. He was born in Alexandria in 1956, and received a bachelor's degree from the Faculty of Commerce and the high Institute of Theatrical Arts. He started his acting career from the faculty's theater, and later joined the “Forefront",30 December 1955,Ahmed,Egypt,Actor,Abdelaziz
,NULL,Mohamed,null,MusicComposer,Saad
,NULL,Propaganda,null,Producer,Media Services
, 1 January 1976,Mohamed,Egypt,Producer,Gamal
, 1 April 1972,Amani,Egypt,Actor,Elbahtiti
,NULL,خلود,Egypt,Actor,الباشا
,NULL,عمرو,Egypt,Actor,منصور
,NULL,إيهاب,Egypt,Actor,النحاس
,NULL,أسماء,Egypt,Actor,محفوظ
, 6 November 1944,Enaam,Egypt,Actor,Al-Gritly
,NULL,نهاد,Egypt,Actor,نزيه
,NULL,Muhammad,Egypt,Actor,Atef
,28 November 1986,Shafaq,Iraq,Actor,
,NULL,EMAD,Egypt,Actor,HOSSAM AL-DIN
,NULL,Shams,Egypt,Actor,Labib
,NULL,Amal,Egypt,Actor,Abd El Hady
,13 March 1976,Amr,Egypt,Actor,Mahmoud Yassin
,NULL,عمر,Egypt,Actor,أسامة
,NULL,Mai,Egypt,Director,Mamdouh
,NULL,محمد,Egypt,Cinematographer,المراكبي
,NULL,Nadia,Egypt,Actor,Abdulhameed
,NULL,Karim,Egypt,Director,Hanafy
,NULL,Rashid,Egypt,Actor,Khaled Al-Hazaa
,31 May 1988,Karious,Egypt,Director,Wadie
,23 June 1965,Ayman,Egypt,Actor,El Shewy
,14 January 1996,Shady,Egypt,Actor,Taha
,NULL,أمير,Egypt,Editor,أحمد
,NULL,Reem,Egypt,Actor,Youssef
,29 May 1966,khalid,Egypt,Actor,alnajdi
,15 September 1979,Ahmed,Egypt,Actor,Rabie
,NULL,عمرو,Egypt,Actor,الماجيك
,NULL,Mohamed,Egypt,Producer,Darwish
,NULL,Fekri,Egypt,Actor,Salim
,NULL,Mazen,Lebanon,Actor,Moadam
,NULL,بريهان,Egypt,Actor,السورية
,20 February 1982,Hossam,Egypt,Director,Ali
,NULL,علاء,Egypt,Actor,سمير
,NULL,Sobhi,Egypt,null,Bedair
,NULL,ايهاب,Egypt,Actor,فيشة
,NULL,نيازي,Egypt,Actor,محمد 
,NULL,حنين,Egypt,Actor,حسن
"Wahid is among the best known screenwriters in Egypt. He was born on the 1st of July, 1944 in the village of Beni Quraish in the governorate of Sharqia. Hamed received a Bachelor of Arts degree in sociology in 1965 and began writing drama works in the late 1960s. He first began", 1 July 1944,Wahid,Egypt,Writer,Hamed
, 1 September 1989,Sandy,Egypt,Actor,Tawfiq
,NULL,وائل,Egypt,Actor,متولي
,NULL,Maha,null,CostumeDesigner,Abdel Raouf
,NULL,Mohamed,Egypt,Writer,Qenawy
,NULL,شريف,Egypt,Actor,عبدالمنعم
"Mahmoud Abdel Ghaffar has worked on a number of feature films and television shows. Of his most memorable roles are Gowany in ""Rasha Gari'a"" (A Brave Act), Lulu El Nahes in ""Belia we Demagha Aliya,"" and Salah Jaheen in the show ""El Andleeb"" (The Nightingale). ",20 January 1961,Mahmoud,Egypt,Actor,Abdelghaffar
,NULL,Sherif,Egypt,Actor,Fathi
,NULL,Tamer,Egypt,Editor,Nasr
,NULL,Mohamed,null,Writer,Reda
,NULL,Baligh,Egypt,Producer,Hamdy
,NULL,Abdel,Egypt,Producer,Hamid Hassanin
,NULL,Ibrahim,Egypt,Actor,Abu El Rejal
,NULL,تامر,Egypt,ArtDirector,فايد
,NULL,Abdul,Egypt,Actor,Moneam Taha
,NULL,Hossam,Egypt,Director,Salama
,NULL,Mahmoud,Egypt,Actor,Bondoq
,NULL,ياسمين,Egypt,Actor,مصطفى
,NULL,حمزة,Egypt,Actor,
,16 October 1979,Ibrahim,Egypt,Actor,Said
,NULL,Ali,Egypt,Actor,Farouk
,NULL,Nada,Egypt,Actor,Adel
,NULL,Bardees,Egypt,Actor,
,NULL,محمد,Egypt,Actor,علاء الدين
,NULL,بليغ,Egypt,Actor,حمدي
, 2 March 1987,Gazel,Egypt,Actor,
,NULL,Film,Egypt,Producer,Factory
"Mustafa Hilmi is an Egyptian scriptwriter who was born in Cairo on October 9, 1982. He graduated from the Academy for Science, Technology, and Maritime Transport. He participated in writing the third season of the TV series “El Kebeer Awy” in 2013. ", 9 October 1982,Mustafa,Egypt,Writer,Hilmi
,16 March 1989,Sherief,Egypt,SoundEngineer,Samir
,NULL,أحمد,Egypt,Actor,الطيار
,27 June 1982,Ibrahim,Egypt,Actor,Elkady
,NULL,أحمد,Egypt,Actor,خليل علي
,NULL,Mohammed,Egypt,Actor,Abdullah
,NULL,hussien,Egypt,Actor,gamal 
,NULL,لالا,Egypt,Actor,ياسر
,NULL,حسن,Egypt,Actor,محمد حسن
,NULL,فكري,Egypt,Actor,محمد
,NULL,توفيق,Egypt,Casting,الزيني
,NULL,Nabil,Egypt,Actor,Rezk
,NULL,محمد,Egypt,Actor,عبدالسميع
,NULL,Bashar,Egypt,Actor,Soliman
,22 July 1994,Dan,Egypt,Actor,Wael
,NULL,حنان,Egypt,Actor,عبدالسلام
,NULL,Passant,Egypt,Actor,Nashaat
,NULL,رودينا,Egypt,Actor,
,NULL,جميل,Egypt,Casting,الجندي
,NULL,Circle,Egypt,Editor,(Mohamed Nosair)
,NULL,Fadel,Egypt,Director,El Garhy
,NULL,Nour,Egypt,Actor,Osman
,NULL,أحمد,Egypt,Actor,جاسر
"Khaled Selim is an Egyptian musician and is among the most successful of the country’s youthful musical performers. His songs appeal to youths and moreover he is adept at singing in several different dialects which include the Lebanese, Gulf and Egyptian dialects. The artist", 6 November 1975,Khaled,Egypt,Other,Selim
,NULL,Moussa,Egypt,Actor,Abbas
,NULL,أحمد,Egypt,Actor,زغلول
,NULL,فتحي,Egypt,Actor,محمد
,NULL,سعيد,Egypt,Actor,نصار
, 2 February 1953,Mohammad,Egypt,Actor,Al Kashif
,NULL,Barakat,Egypt,SoundEngineer,Abdulsattar
,NULL,Ólafur,null,MusicComposer,Arnalds
, 5 October 1975,Mostafa,Egypt,SoundEngineer,Ali
,NULL,Islam,Egypt,ArtDirector,Elbnaa
,NULL,سيد,Egypt,Casting,تركي
,NULL,Motaaz,Egypt,SoundEngineer,Matar
,28 September 1990,,Egypt,GraphicDesigner,Ahmed Assem
,NULL,هاني,Egypt,Cinematographer,صفي الدين
,NULL,حسين,Egypt,Producer,خليل
,NULL,عمرو,Egypt,Producer,سند
,NULL,ِAl,Egypt,Producer,Shorouk for Media Productions
,NULL,Gamal,Egypt,Actor,Abdelrazek
,NULL,Albatrous,Egypt,Producer,film production
,22 September 1982,Sherif,Egypt,Actor,Elkhayam
,NULL,فايزة,Egypt,Actor,عبدالمجيد
,NULL,أسامة,Egypt,Actor,حسين
,NULL,مرام,Egypt,Actor,الجيلي
,NULL,Hanan,Egypt,Actor,Jalal
,NULL,ايفان,Egypt,Actor,مدني
,NULL,حازم,Egypt,Actor,حسن
,NULL,شيماء,Egypt,Actor,محمود
[أمراض الشيخوخة],14 December 1930,Ahmed,Tunisia,Actor,Hamza
,NULL,Maged,null,Producer,Saad
,NULL,Sahar,Egypt,Actor,Abdulhameed
[جلطة في المخ],20 June 1922,Mohamed,Egypt,MusicComposer,Hamza
,NULL,شريف,Egypt,Actor,عبد الحميد
,20 July 1999,Hussein,Egypt,Writer,Ramadan
,29 January 1954,Gamal,Egypt,Writer,Bakhit
,NULL,ناجي,Egypt,Actor,الشوربجي
,NULL,دعاء,Egypt,Actor,سعد
,NULL,Yassin,Egypt,Actor,Fathi
,NULL,Doaa,Egypt,Actor,Hamza 
,NULL,Lighthouse,null,Producer,Films
[أزمة قلبية مفاجأة ],2007 21 January,Fatma,21 January,Actor,Mokhtar
,NULL,Hafal,Egypt,Director,Qaso
,26 August 1954,Kamel,Egypt,Producer,Abu Ali
, 1 May 1988,karim,Egypt,Casting,ashour
,NULL,محمد,Egypt,Cinematographer,مختار
,NULL,George,Egypt,MakeupArtist,Rifat
,NULL,نبا,Egypt,Actor,سميح
,NULL,Sherif,Egypt,Producer,El Mealem
,NULL,جلال,Egypt,Actor,سعيد
,NULL,Karim,Egypt,Actor,Shaaban
,NULL,Hussein,Egypt,Actor,Mamluk
,NULL,Fine,Egypt,Producer,Art Film
,23 July 1950,Ahmed,Egypt,Actor,Farahat
,NULL,محمود,Egypt,Cinematographer,أبو السعود
,NULL,علي,Egypt,Actor,شندي
,NULL,حمدي,Egypt,Actor,السكري
,NULL,mohsen,Egypt,Producer,osman
,NULL,محمد,Egypt,Actor,أحمد حسن
,NULL,هبة,Egypt,Actor,مجدي
,NULL,Ahmed,Egypt,Director,Assaf
,11 July 1988,أحمد,Egypt,Actor,هشام
,NULL,Nadine,null,Actor,Emile
,NULL,Ahmed,Egypt,Actor,Awni
,NULL,Hisham,Egypt,Actor,Ali
,28 November 1986,Eman,Egypt,Actor,Ghoneim
,19 July 1985,Hossam,Egypt,MusicComposer,El Sharkawy
,NULL,يوسف,Egypt,Cinematographer,بارود
,NULL,Mohammed,Egypt,Writer,Hammad
,NULL,A,Egypt,Distributor,United Bros. Cinema Distribution
,NULL,Ahmed,Egypt,Actor,Safwat
"Malak Koura was born in Cairo in 1993. She started her career as a model in a lot of TV ads with renowned directors like Sherif Arafa and Ahmed El Mahdy, for brands like Mobinil, Pepsi, Pizza Hut and Tide. She then started appearing in TV shows made for children, like “Yalla",11 January 1993,Malak,Egypt,Actor,Koura
,NULL,زاد,Egypt,Producer,للانتاج الاعلامي
,NULL,ESLAM,Egypt,Other,ELGINDY
,NULL,Hytham,Egypt,Director,Ahmad Dawood
,NULL,Mohamed,Egypt,GraphicDesigner,Soufi
,NULL,بهاء,Egypt,Actor,تليس
,NULL,دودة,Egypt,Actor,    
,NULL,Osama,Egypt,Director,Elabd
,NULL,Passant,Egypt,Actor,Salama
,NULL,Mohamed,Egypt,Actor,Shawqi
,NULL,سارة,Egypt,Actor,احمد
,16 June 1982,Amr,Egypt,Actor,Weshahy
,NULL,السيد,Egypt,Actor,حبشي
,NULL,زعبولة,Egypt,Actor,
,NULL,كريم,Egypt,Actor,الشرقاوي
,NULL,هبة,Egypt,Actor,الله محمد 
,NULL,Ahmed,Egypt,Actor,El Hawary
,NULL,علي,Egypt,Actor,أحمد
,NULL,فتحي,Egypt,Actor,توفيق
,NULL,أحمد,Egypt,Actor,أشرف
,NULL,علاء,Egypt,Actor,السيد
,NULL,Ahmed,Egypt,Actor,Saqr
,NULL,حمدي,Egypt,Actor,عادل
,NULL,محمود,Egypt,Actor,محسن
,NULL,محمود,Egypt,Actor,حسني
,NULL,علاء,Egypt,Actor,عبدالسيد
,NULL,Maged,Egypt,Actor,Zurbeih
,NULL,Hassan,Egypt,Actor,
,NULL,Abdullah,Egypt,Actor,Wael
,NULL,Amr,Egypt,Actor,Gomaa
,NULL,Kawthar,Egypt,Director,Younis
,NULL,Shady,Egypt,Actor,Mohamed
,10 August 1983,Sarah,Egypt,Actor,Shahin
,NULL,Salma,Egypt,Actor,Yaqout
,NULL,محمد,Egypt,Actor,ديشه
,NULL,Amira,Egypt,Actor,Hassan
,NULL,Mohamed,Egypt,Actor,Mounir
